,POP,UNITS,OCCUPIED,state,county,tract,block,cb_code
11349,123,31,31,6,1,438100,1012,6.00144E+13
11350,62,18,18,6,1,438100,1014,6.00144E+13
11351,0,0,0,6,1,438100,1015,6.00144E+13
11352,101,26,26,6,1,438100,2000,6.00144E+13
11353,52,21,21,6,1,438100,2002,6.00144E+13
11354,66,19,19,6,1,438100,2003,6.00144E+13
11355,81,22,16,6,1,438100,2005,6.00144E+13
11356,59,19,19,6,1,438100,2006,6.00144E+13
11357,95,24,21,6,1,438100,2008,6.00144E+13
11358,77,24,24,6,1,438100,2009,6.00144E+13
11359,122,27,27,6,1,438100,2010,6.00144E+13
11360,0,0,0,6,1,438100,2012,6.00144E+13
11361,101,27,27,6,1,438100,2013,6.00144E+13
11362,0,0,0,6,1,438100,3000,6.00144E+13
11363,0,0,0,6,1,438100,3001,6.00144E+13
11364,99,45,45,6,1,438100,3003,6.00144E+13
11365,39,12,7,6,1,438100,3004,6.00144E+13
11366,86,23,23,6,1,438100,3006,6.00144E+13
11367,57,23,18,6,1,438100,3007,6.00144E+13
11368,64,16,16,6,1,438100,3008,6.00144E+13
11369,41,12,8,6,1,438100,3010,6.00144E+13
11370,116,30,30,6,1,438100,3011,6.00144E+13
11371,56,18,18,6,1,438100,3012,6.00144E+13
11372,50,12,12,6,1,438100,3013,6.00144E+13
11373,0,0,0,6,1,438100,4000,6.00144E+13
11374,106,29,28,6,1,438100,4001,6.00144E+13
11375,77,16,16,6,1,438100,5012,6.00144E+13
11376,548,169,169,6,1,438100,1007,6.00144E+13
11377,85,25,21,6,1,438100,1010,6.00144E+13
11378,114,26,26,6,1,438100,1013,6.00144E+13
11379,84,28,27,6,1,438100,2001,6.00144E+13
11380,35,15,15,6,1,438100,2004,6.00144E+13
11381,82,20,18,6,1,438100,2007,6.00144E+13
11382,51,8,8,6,1,438100,2011,6.00144E+13
11383,128,27,25,6,1,438100,2014,6.00144E+13
11384,335,117,117,6,1,438100,3002,6.00144E+13
11385,26,12,12,6,1,438100,3005,6.00144E+13
11386,44,12,11,6,1,438100,3009,6.00144E+13
11387,129,38,38,6,1,438100,4002,6.00144E+13
11388,114,39,39,6,1,438100,4005,6.00144E+13
11389,93,30,30,6,1,438100,4008,6.00144E+13
11390,105,26,26,6,1,438100,4012,6.00144E+13
11391,0,0,0,6,1,438100,5000,6.00144E+13
11392,86,19,19,6,1,438100,5003,6.00144E+13
11393,0,0,0,6,1,438100,5006,6.00144E+13
11394,105,27,27,6,1,438100,6006,6.00144E+13
11395,142,46,42,6,1,438201,1001,6.00144E+13
11396,230,46,46,6,1,438201,1002,6.00144E+13
11397,178,48,48,6,1,438201,1003,6.00144E+13
11398,259,54,54,6,1,438201,1005,6.00144E+13
11399,32,7,7,6,1,438201,1006,6.00144E+13
11400,174,44,44,6,1,438201,1008,6.00144E+13
11401,0,0,0,6,1,438201,2000,6.00144E+13
11402,702,182,182,6,1,438201,2002,6.00144E+13
11403,68,16,15,6,1,438201,2003,6.00144E+13
11404,50,22,22,6,1,438201,2004,6.00144E+13
11405,54,16,16,6,1,438201,2006,6.00144E+13
11406,55,19,19,6,1,438201,2007,6.00144E+13
11407,49,11,7,6,1,438201,2009,6.00144E+13
11408,0,0,0,6,1,438201,2010,6.00144E+13
11409,205,76,76,6,1,438201,2012,6.00144E+13
11410,87,30,29,6,1,438201,2013,6.00144E+13
11411,80,26,25,6,1,438201,2014,6.00144E+13
11412,68,23,23,6,1,438201,2016,6.00144E+13
11413,108,40,40,6,1,438201,2017,6.00144E+13
11414,44,14,14,6,1,438201,2019,6.00144E+13
11415,46,11,11,6,1,438201,2020,6.00144E+13
11416,65,12,12,6,1,438201,3001,6.00144E+13
11417,52,12,12,6,1,438201,3002,6.00144E+13
11418,51,12,12,6,1,438201,3003,6.00144E+13
11419,38,13,13,6,1,438201,3004,6.00144E+13
11420,0,0,0,6,1,438201,3005,6.00144E+13
11421,13,1,0,6,1,438201,3006,6.00144E+13
11422,0,0,0,6,1,438201,3007,6.00144E+13
11423,190,48,46,6,1,438201,3008,6.00144E+13
11424,154,41,40,6,1,438201,3009,6.00144E+13
11425,122,28,28,6,1,438201,3010,6.00144E+13
11426,101,30,30,6,1,438201,3011,6.00144E+13
11427,22,4,4,6,1,438201,3012,6.00144E+13
11428,170,47,46,6,1,438201,3013,6.00144E+13
11429,180,44,44,6,1,438201,3014,6.00144E+13
11430,201,44,44,6,1,438201,1000,6.00144E+13
11431,89,21,21,6,1,438201,1004,6.00144E+13
11432,210,43,43,6,1,438201,1007,6.00144E+13
11433,0,0,0,6,1,438201,2001,6.00144E+13
11434,69,15,15,6,1,438201,2005,6.00144E+13
11435,51,12,10,6,1,438201,2008,6.00144E+13
11436,68,15,15,6,1,438201,2011,6.00144E+13
11437,44,17,14,6,1,438201,2015,6.00144E+13
11438,38,17,17,6,1,438201,2018,6.00144E+13
11439,193,53,53,6,1,438201,3000,6.00144E+13
11440,0,0,0,6,1,438203,1079,6.00144E+13
11441,0,0,0,6,1,438203,1082,6.00144E+13
11442,0,0,0,6,1,438203,1083,6.00144E+13
11443,0,0,0,6,1,438203,1085,6.00144E+13
11444,0,0,0,6,1,438203,1086,6.00144E+13
11445,0,0,0,6,1,438203,2001,6.00144E+13
11446,33,4,4,6,1,438203,2002,6.00144E+13
11447,83,21,21,6,1,438203,2003,6.00144E+13
11448,183,39,39,6,1,438203,2005,6.00144E+13
11449,78,22,22,6,1,438203,2006,6.00144E+13
11450,60,12,12,6,1,438203,2008,6.00144E+13
11451,51,18,18,6,1,438203,2009,6.00144E+13
11452,536,171,166,6,1,438203,2011,6.00144E+13
11453,47,6,6,6,1,438203,2012,6.00144E+13
11454,54,18,18,6,1,438203,2013,6.00144E+13
11455,727,212,212,6,1,438203,2015,6.00144E+13
11456,110,22,22,6,1,438203,2016,6.00144E+13
11457,41,12,12,6,1,438203,2017,6.00144E+13
11458,0,0,0,6,1,438203,1000,6.00144E+13
11459,0,0,0,6,1,438203,1001,6.00144E+13
11460,0,0,0,6,1,438203,1002,6.00144E+13
11461,0,0,0,6,1,438203,1003,6.00144E+13
11462,0,0,0,6,1,438203,1004,6.00144E+13
11463,0,0,0,6,1,438203,1006,6.00144E+13
11464,0,0,0,6,1,438203,1007,6.00144E+13
11465,0,0,0,6,1,438203,1009,6.00144E+13
11466,0,0,0,6,1,438203,1010,6.00144E+13
11467,0,0,0,6,1,438203,1012,6.00144E+13
11468,13,1,1,6,1,438203,1013,6.00144E+13
11469,0,0,0,6,1,438203,1014,6.00144E+13
11470,0,0,0,6,1,438203,1016,6.00144E+13
11471,0,0,0,6,1,438203,1017,6.00144E+13
11472,0,0,0,6,1,438203,1019,6.00144E+13
11473,0,0,0,6,1,438203,1020,6.00144E+13
11474,0,0,0,6,1,438203,1022,6.00144E+13
11475,0,0,0,6,1,438203,1023,6.00144E+13
11476,0,0,0,6,1,438203,1024,6.00144E+13
11477,0,0,0,6,1,438203,1026,6.00144E+13
11478,429,190,190,6,1,438203,1027,6.00144E+13
11479,49,20,20,6,1,438203,1029,6.00144E+13
11480,37,15,15,6,1,438203,1030,6.00144E+13
11481,125,26,22,6,1,438203,1032,6.00144E+13
11482,34,20,20,6,1,438203,1033,6.00144E+13
11483,126,34,34,6,1,438203,1034,6.00144E+13
11484,48,19,0,6,1,438203,1036,6.00144E+13
11485,211,57,57,6,1,438203,1037,6.00144E+13
11486,74,17,17,6,1,438203,1039,6.00144E+13
11487,132,39,39,6,1,438203,1040,6.00144E+13
11488,43,14,14,6,1,438203,1041,6.00144E+13
11489,0,0,0,6,1,438203,1042,6.00144E+13
11490,0,0,0,6,1,438203,1043,6.00144E+13
11491,0,0,0,6,1,438203,1045,6.00144E+13
11492,0,0,0,6,1,438203,1046,6.00144E+13
11493,0,0,0,6,1,438203,1047,6.00144E+13
11494,0,0,0,6,1,438203,1048,6.00144E+13
11495,0,0,0,6,1,438203,1049,6.00144E+13
11496,0,0,0,6,1,438203,1050,6.00144E+13
11497,0,0,0,6,1,438203,1051,6.00144E+13
11498,0,0,0,6,1,438203,1052,6.00144E+13
11499,0,0,0,6,1,438203,1054,6.00144E+13
11500,0,0,0,6,1,438203,1055,6.00144E+13
11501,0,0,0,6,1,438203,1056,6.00144E+13
11502,0,0,0,6,1,438203,1058,6.00144E+13
11503,0,0,0,6,1,438203,1059,6.00144E+13
11504,0,0,0,6,1,438203,1061,6.00144E+13
11505,0,0,0,6,1,438203,1062,6.00144E+13
11506,0,0,0,6,1,438203,1064,6.00144E+13
11507,0,0,0,6,1,438203,1065,6.00144E+13
11508,0,0,0,6,1,438203,1066,6.00144E+13
11509,0,0,0,6,1,438203,1068,6.00144E+13
11510,0,0,0,6,1,438203,1069,6.00144E+13
11511,0,0,0,6,1,438203,1071,6.00144E+13
11512,0,0,0,6,1,438203,1072,6.00144E+13
11513,0,0,0,6,1,438203,1074,6.00144E+13
11514,0,0,0,6,1,438203,1075,6.00144E+13
11515,0,0,0,6,1,438203,1077,6.00144E+13
11516,0,0,0,6,1,438203,1078,6.00144E+13
11517,0,0,0,6,1,438203,1044,6.00144E+13
11518,0,0,0,6,1,438203,1080,6.00144E+13
11519,87,4,4,6,1,438203,1070,6.00144E+13
11520,24,1,1,6,1,438203,1073,6.00144E+13
11521,0,0,0,6,1,438203,1076,6.00144E+13
11522,0,0,0,6,1,438203,1081,6.00144E+13
11523,0,0,0,6,1,438203,1084,6.00144E+13
11524,0,0,0,6,1,438203,2000,6.00144E+13
11525,96,27,27,6,1,438203,2004,6.00144E+13
11526,107,34,34,6,1,438203,2007,6.00144E+13
11527,0,0,0,6,1,438203,2010,6.00144E+13
11528,94,33,33,6,1,438203,2014,6.00144E+13
11529,0,0,0,6,1,438203,1005,6.00144E+13
11530,0,0,0,6,1,438203,1008,6.00144E+13
11531,0,0,0,6,1,438203,1011,6.00144E+13
11532,0,0,0,6,1,438203,1015,6.00144E+13
11533,18,0,0,6,1,438203,1018,6.00144E+13
11534,0,0,0,6,1,438203,1021,6.00144E+13
11535,0,0,0,6,1,438203,1025,6.00144E+13
11536,57,22,22,6,1,438203,1028,6.00144E+13
11537,40,20,20,6,1,438203,1031,6.00144E+13
11538,102,60,58,6,1,438203,1035,6.00144E+13
11539,218,62,62,6,1,438203,1038,6.00144E+13
11540,0,0,0,6,1,438203,1053,6.00144E+13
11541,0,0,0,6,1,438203,1057,6.00144E+13
11542,14,0,0,6,1,438203,1060,6.00144E+13
11543,0,0,0,6,1,438203,1063,6.00144E+13
11544,19,1,1,6,1,438203,1067,6.00144E+13
11545,751,240,236,6,1,438204,1000,6.00144E+13
11546,0,0,0,6,1,438204,1001,6.00144E+13
11547,53,22,22,6,1,438204,1002,6.00144E+13
11548,67,15,15,6,1,438204,1003,6.00144E+13
11549,38,12,12,6,1,438204,1004,6.00144E+13
11550,66,24,24,6,1,438204,1005,6.00144E+13
11551,83,20,17,6,1,438204,1006,6.00144E+13
11552,24,9,9,6,1,438204,1007,6.00144E+13
11553,44,10,10,6,1,438204,1008,6.00144E+13
11554,143,49,49,6,1,438204,1009,6.00144E+13
11555,39,8,8,6,1,438204,1010,6.00144E+13
11556,0,0,0,6,1,438204,1011,6.00144E+13
11557,0,0,0,6,1,438204,1012,6.00144E+13
11558,30,1,1,6,1,438204,1013,6.00144E+13
11559,0,0,0,6,1,438204,1014,6.00144E+13
11560,111,23,23,6,1,438204,1016,6.00144E+13
11561,147,38,38,6,1,438204,1017,6.00144E+13
11562,246,69,69,6,1,438204,1019,6.00144E+13
11563,0,0,0,6,1,438204,2000,6.00144E+13
11564,194,49,49,6,1,438204,2002,6.00144E+13
11565,0,0,0,6,1,438204,2003,6.00144E+13
11566,0,0,0,6,1,438204,2004,6.00144E+13
11567,63,14,14,6,1,438204,2006,6.00144E+13
11568,55,22,22,6,1,438204,2007,6.00144E+13
11569,82,23,23,6,1,438204,2009,6.00144E+13
11570,29,19,19,6,1,438204,2010,6.00144E+13
11571,186,77,77,6,1,438204,2012,6.00144E+13
11572,29,13,11,6,1,438204,2013,6.00144E+13
11573,67,17,12,6,1,438204,2014,6.00144E+13
11574,41,14,14,6,1,438204,2016,6.00144E+13
11575,35,23,23,6,1,438204,2017,6.00144E+13
11576,0,0,0,6,1,438204,2019,6.00144E+13
11577,207,71,71,6,1,438204,3000,6.00144E+13
11578,55,17,13,6,1,438204,3002,6.00144E+13
11579,100,25,24,6,1,438204,3003,6.00144E+13
11580,155,42,42,6,1,438204,3004,6.00144E+13
11581,463,151,149,6,1,438204,3006,6.00144E+13
11582,0,0,0,6,1,438204,3007,6.00144E+13
11583,55,9,9,6,1,438204,3009,6.00144E+13
11584,32,13,13,6,1,438204,3010,6.00144E+13
11585,71,28,28,6,1,438204,3011,6.00144E+13
11586,70,30,24,6,1,438204,3012,6.00144E+13
11587,0,0,0,6,1,438204,3013,6.00144E+13
11588,0,0,0,6,1,438204,3014,6.00144E+13
11589,198,59,59,6,1,438204,3015,6.00144E+13
11590,129,37,37,6,1,438204,3016,6.00144E+13
11591,100,29,29,6,1,438204,3017,6.00144E+13
11592,42,30,30,6,1,438204,3018,6.00144E+13
11593,154,86,84,6,1,438204,3019,6.00144E+13
11594,67,35,35,6,1,438204,3020,6.00144E+13
11595,77,37,37,6,1,438204,3021,6.00144E+13
11596,18,1,1,6,1,438204,3022,6.00144E+13
11597,45,27,27,6,1,438204,3023,6.00144E+13
11598,0,0,0,6,1,438204,3025,6.00144E+13
11599,0,0,0,6,1,438204,3026,6.00144E+13
11600,38,16,16,6,1,438204,3028,6.00144E+13
11601,62,9,9,6,1,438204,1015,6.00144E+13
11602,130,33,33,6,1,438204,1018,6.00144E+13
11603,0,0,0,6,1,438204,2001,6.00144E+13
11604,232,90,90,6,1,438204,2005,6.00144E+13
11605,64,13,7,6,1,438204,2008,6.00144E+13
11606,47,21,18,6,1,438204,2011,6.00144E+13
11607,30,14,14,6,1,438204,2015,6.00144E+13
11608,0,0,0,6,1,438204,2018,6.00144E+13
11609,147,39,39,6,1,438204,3001,6.00144E+13
11610,56,15,15,6,1,438204,3005,6.00144E+13
11611,382,134,134,6,1,438204,3008,6.00144E+13
11612,77,34,26,6,1,438204,3024,6.00144E+13
11613,14,1,1,6,1,438204,3027,6.00144E+13
11614,0,0,0,6,1,438300,1000,6.00144E+13
11615,358,89,87,6,1,438300,1001,6.00144E+13
11616,107,31,31,6,1,438300,1003,6.00144E+13
11617,148,40,39,6,1,438300,1004,6.00144E+13
11618,151,43,43,6,1,438300,1006,6.00144E+13
11619,179,40,40,6,1,438300,2001,6.00144E+13
11620,221,48,48,6,1,438300,2002,6.00144E+13
11621,123,28,28,6,1,438300,2004,6.00144E+13
11622,103,29,29,6,1,438300,2005,6.00144E+13
11623,139,32,32,6,1,438300,2006,6.00144E+13
11624,139,29,26,6,1,438300,2008,6.00144E+13
11625,148,36,36,6,1,438300,2009,6.00144E+13
11626,109,22,13,6,1,438300,2011,6.00144E+13
11627,120,27,27,6,1,438300,2012,6.00144E+13
11628,0,0,0,6,1,438300,3000,6.00144E+13
11629,0,0,0,6,1,438300,3001,6.00144E+13
11630,160,35,35,6,1,438300,3003,6.00144E+13
11631,114,31,30,6,1,438300,3004,6.00144E+13
11632,105,30,30,6,1,438300,3005,6.00144E+13
11633,0,0,0,6,1,438300,3007,6.00144E+13
11634,178,51,51,6,1,438300,3008,6.00144E+13
11635,163,39,39,6,1,438300,3009,6.00144E+13
11636,94,21,21,6,1,438300,3010,6.00144E+13
11637,83,25,25,6,1,438300,3011,6.00144E+13
11638,78,14,14,6,1,438300,3012,6.00144E+13
11639,100,24,24,6,1,438300,1007,6.00144E+13
11640,181,41,41,6,1,438300,1002,6.00144E+13
11641,181,47,47,6,1,438300,1005,6.00144E+13
11642,0,0,0,6,1,438300,2000,6.00144E+13
11643,159,28,28,6,1,438300,2003,6.00144E+13
11644,102,21,21,6,1,438300,2007,6.00144E+13
11645,43,15,15,6,1,438300,2010,6.00144E+13
11646,79,12,12,6,1,438300,2013,6.00144E+13
11647,0,0,0,6,1,438300,3002,6.00144E+13
11648,0,0,0,6,1,438300,3006,6.00144E+13
11649,103,27,27,6,1,438400,1000,6.00144E+13
11650,129,30,30,6,1,438400,1001,6.00144E+13
11651,293,89,89,6,1,438400,1002,6.00144E+13
11652,71,17,17,6,1,438400,1003,6.00144E+13
11653,0,0,0,6,1,438400,1004,6.00144E+13
11654,102,25,25,6,1,438400,1005,6.00144E+13
11655,227,83,81,6,1,438400,1006,6.00144E+13
11656,62,27,27,6,1,438400,1007,6.00144E+13
11657,127,36,36,6,1,438400,1008,6.00144E+13
11658,441,128,128,6,1,438400,2000,6.00144E+13
11659,463,150,150,6,1,438400,2001,6.00144E+13
11660,13,1,0,6,1,438400,2003,6.00144E+13
11661,63,16,16,6,1,438400,2004,6.00144E+13
11662,82,26,25,6,1,438400,2006,6.00144E+13
11663,0,0,0,6,1,438400,2007,6.00144E+13
11664,84,35,35,6,1,438400,2008,6.00144E+13
11665,0,0,0,6,1,438400,2010,6.00144E+13
11666,0,0,0,6,1,438400,2011,6.00144E+13
11667,18,1,0,6,1,438400,2013,6.00144E+13
11668,0,0,0,6,1,438400,2014,6.00144E+13
11669,0,0,0,6,1,438400,2016,6.00144E+13
11670,0,0,0,6,1,438400,2017,6.00144E+13
11671,0,0,0,6,1,438400,2019,6.00144E+13
11672,0,0,0,6,1,438400,2020,6.00144E+13
11673,0,0,0,6,1,438400,2021,6.00144E+13
11674,41,15,14,6,1,438400,2022,6.00144E+13
11675,59,14,14,6,1,438400,2002,6.00144E+13
11676,57,14,12,6,1,438400,2005,6.00144E+13
11677,25,8,8,6,1,438400,2009,6.00144E+13
11678,0,0,0,6,1,438400,2012,6.00144E+13
11679,0,0,0,6,1,438400,2015,6.00144E+13
11680,0,0,0,6,1,438400,2018,6.00144E+13
11703,0,0,0,6,1,440100,1012,6.00144E+13
15438,0,0,0,6,1,450601,1000,6.00145E+13
15439,0,0,0,6,1,450601,1002,6.00145E+13
15440,0,0,0,6,1,450601,1003,6.00145E+13
15445,0,0,0,6,1,450601,1010,6.00145E+13
15512,0,0,0,6,1,450601,2048,6.00145E+13
15513,0,0,0,6,1,450601,2049,6.00145E+13
15514,0,0,0,6,1,450601,2050,6.00145E+13
15516,5,2,1,6,1,450601,3002,6.00145E+13
15517,0,0,0,6,1,450601,3004,6.00145E+13
15558,0,0,0,6,1,450601,1001,6.00145E+13
15559,0,0,0,6,1,450601,1004,6.00145E+13
15578,0,0,0,6,1,450601,2047,6.00145E+13
15580,0,0,0,6,1,450601,3003,6.00145E+13
18465,0,0,0,6,1,990000,8,6.00199E+13
18468,0,0,0,6,1,990000,12,6.00199E+13
18469,0,0,0,6,1,990000,13,6.00199E+13
18472,0,0,0,6,1,990000,7,6.00199E+13
18474,0,0,0,6,1,990000,14,6.00199E+13
